SourceID,RAdeg,DEdeg,HJD,mag,e_mag,flag,band
7,0.0016332,60.8635824,58325.47336,18.857,0.045,0,r
7,0.0016332,60.8635824,58663.43371,18.864,0.046,0,r
7,0.0016332,60.8635824,58644.47166,18.838,0.045,0,r
7,0.0016332,60.8635824,58653.44882,18.899,0.047,0,r
7,0.0016332,60.8635824,58657.40120,18.989,0.050,0,r
7,0.0016332,60.8635824,58494.09080,18.865,0.046,0,r
7,0.0016332,60.8635824,58639.41113,18.834,0.045,0,r
7,0.0016332,60.8635824,58652.42531,19.118,0.054,0,r
7,0.0016332,60.8635824,58650.42798,19.016,0.051,0,r
7,0.0016332,60.8635824,58503.12121,19.140,0.055,0,r
7,0.0016332,60.8635824,58342.34689,19.180,0.057,0,r
7,0.0016332,60.8635824,58300.42778,19.532,0.073,0,r
7,0.0016332,60.8635824,58329.36215,18.935,0.048,0,r
7,0.0016332,60.8635824,58299.42535,18.821,0.044,0,r
7,0.0016332,60.8635824,58320.38625,18.954,0.048,0,r
7,0.0016332,60.8635824,58315.47740,18.980,0.049,0,r
7,0.0016332,60.8635824,58337.34431,19.820,0.089,0,r
7,0.0016332,60.8635824,58389.25637,18.896,0.047,0,r
7,0.0016332,60.8635824,58360.31666,19.104,0.054,0,r
7,0.0016332,60.8635824,58314.45035,19.372,0.065,0,r
7,0.0016332,60.8635824,58361.30222,18.970,0.049,0,r
7,0.0016332,60.8635824,58363.28308,19.048,0.052,0,r
7,0.0016332,60.8635824,58364.32084,18.910,0.047,0,r
7,0.0016332,60.8635824,58368.34362,19.024,0.051,0,r
7,0.0016332,60.8635824,58378.39548,18.996,0.050,0,r
7,0.0016332,60.8635824,58382.34883,19.150,0.056,0,r
7,0.0016332,60.8635824,58388.25774,19.420,0.067,0,r
7,0.0016332,60.8635824,58387.42844,19.093,0.053,0,r
7,0.0016332,60.8635824,58386.27592,19.104,0.054,0,r
7,0.0016332,60.8635824,58371.41223,19.115,0.054,0,r
7,0.0016332,60.8635824,58385.26975,18.913,0.047,0,r
7,0.0016332,60.8635824,58383.30736,18.857,0.045,0,r
7,0.0016332,60.8635824,58366.34515,18.942,0.048,0,r
7,0.0016332,60.8635824,58374.32954,19.000,0.050,0,r
7,0.0016332,60.8635824,58362.32130,18.944,0.048,0,r
7,0.0016332,60.8635824,58254.48595,18.868,0.046,0,r
7,0.0016332,60.8635824,58345.38931,18.976,0.049,0,r
7,0.0016332,60.8635824,58330.40222,19.009,0.050,0,r
7,0.0016332,60.8635824,58303.47668,19.016,0.051,0,r
7,0.0016332,60.8635824,58302.40516,19.210,0.058,0,r
7,0.0016332,60.8635824,58328.40324,19.765,0.086,0,r
7,0.0016332,60.8635824,58322.37982,18.903,0.047,0,r
7,0.0016332,60.8635824,58319.45587,19.914,0.096,0,r
7,0.0016332,60.8635824,58327.40225,18.782,0.043,0,r
7,0.0016332,60.8635824,58326.41292,19.141,0.055,0,r
7,0.0016332,60.8635824,58321.46857,18.963,0.049,0,r
7,0.0016332,60.8635824,58343.36510,18.853,0.045,0,r
7,0.0016332,60.8635824,58312.42652,19.042,0.052,0,r
7,0.0016332,60.8635824,58333.33834,18.871,0.046,0,r
7,0.0016332,60.8635824,58346.39322,18.939,0.048,0,r
7,0.0016332,60.8635824,58332.35577,19.346,0.064,0,r
7,0.0016332,60.8635824,58293.47119,19.221,0.058,0,r
7,0.0016332,60.8635824,58297.43262,19.051,0.052,0,r
7,0.0016332,60.8635824,58298.44571,18.951,0.048,0,r
7,0.0016332,60.8635824,58307.40917,19.164,0.056,0,r
7,0.0016332,60.8635824,58305.42557,19.080,0.053,0,r
7,0.0016332,60.8635824,58292.47004,18.948,0.048,0,r
7,0.0016332,60.8635824,58291.47011,19.325,0.063,0,r
7,0.0016332,60.8635824,58324.47221,19.561,0.074,0,r
7,0.0016332,60.8635824,58296.36359,19.067,0.052,0,r
7,0.0016332,60.8635824,58301.45118,18.867,0.046,0,r
7,0.0016332,60.8635824,58304.39992,19.115,0.054,0,r
7,0.0016332,60.8635824,58294.47080,18.871,0.046,0,r
7,0.0016332,60.8635824,58310.42524,18.879,0.046,0,r
7,0.0016332,60.8635824,58286.47412,19.904,0.095,0,r
7,0.0016332,60.8635824,58289.47561,18.888,0.046,0,r
7,0.0016332,60.8635824,58244.48278,18.949,0.048,0,r
7,0.0016332,60.8635824,58353.47203,18.901,0.047,0,r
7,0.0016332,60.8635824,58437.26148,18.885,0.046,0,r
7,0.0016332,60.8635824,58359.32915,18.873,0.046,0,r
7,0.0016332,60.8635824,58372.36622,18.993,0.050,0,r
7,0.0016332,60.8635824,58370.41434,18.945,0.048,0,r
7,0.0016332,60.8635824,58426.25303,19.973,0.100,0,r
7,0.0016332,60.8635824,58369.37693,18.877,0.046,0,r
7,0.0016332,60.8635824,58359.38173,18.976,0.049,0,r
7,0.0016332,60.8635824,58384.20216,18.841,0.045,0,r
7,0.0016332,60.8635824,58367.34262,18.969,0.049,0,r
7,0.0016332,60.8635824,58380.32925,18.980,0.049,0,r
7,0.0016332,60.8635824,58376.35377,18.889,0.046,0,r
7,0.0016332,60.8635824,58375.36682,19.814,0.089,0,r
7,0.0016332,60.8635824,58365.34618,19.174,0.057,0,r
7,0.0016332,60.8635824,58432.26432,18.884,0.046,0,r
7,0.0016332,60.8635824,58430.19940,19.340,0.064,0,r
7,0.0016332,60.8635824,58441.28590,18.864,0.046,0,r
7,0.0016332,60.8635824,58256.42357,18.750,0.042,0,r
7,0.0016332,60.8635824,58273.42460,18.883,0.046,0,r
7,0.0016332,60.8635824,58356.40189,19.217,0.058,0,r
7,0.0016332,60.8635824,58431.18182,18.855,0.045,0,r
7,0.0016332,60.8635824,58354.42818,19.199,0.058,0,r
7,0.0016332,60.8635824,58434.18762,18.966,0.049,0,r
7,0.0016332,60.8635824,58357.22113,19.042,0.052,0,r
7,0.0016332,60.8635824,58442.26636,19.038,0.051,0,r
7,0.0016332,60.8635824,58435.26632,19.004,0.050,0,r
7,0.0016332,60.8635824,58447.35963,18.830,0.045,0,r
7,0.0016332,60.8635824,58355.46967,18.961,0.049,0,r
7,0.0016332,60.8635824,58424.24689,19.009,0.050,0,r
7,0.0016332,60.8635824,58423.30398,18.866,0.046,0,r
7,0.0016332,60.8635824,58349.32637,19.013,0.050,0,r
7,0.0016332,60.8635824,58353.43552,18.854,0.045,0,r
7,0.0016332,60.8635824,58428.24274,19.104,0.054,0,r
7,0.0016332,60.8635824,58351.38290,19.037,0.051,0,r
7,0.0016332,60.8635824,58258.45257,19.053,0.052,0,r
7,0.0016332,60.8635824,58272.46219,19.387,0.066,0,r
7,0.0016332,60.8635824,58270.42465,18.933,0.048,0,r
7,0.0016332,60.8635824,58263.41317,18.851,0.045,0,r
7,0.0016332,60.8635824,58268.45028,18.836,0.045,0,r
7,0.0016332,60.8635824,58247.46606,18.809,0.044,0,r
7,0.0016332,60.8635824,58373.31907,18.914,0.047,0,r
7,0.0016332,60.8635824,58256.47949,18.892,0.046,0,r
7,0.0016332,60.8635824,58274.47088,19.372,0.065,0,r
7,0.0016332,60.8635824,58285.40576,19.106,0.054,0,r
7,0.0016332,60.8635824,58283.38534,19.216,0.058,0,r
7,0.0016332,60.8635824,58249.47878,18.871,0.046,0,r
7,0.0016332,60.8635824,58278.46886,18.876,0.046,0,r
7,0.0016332,60.8635824,58280.36884,19.066,0.052,0,r
7,0.0016332,60.8635824,58281.46676,19.274,0.061,0,r
7,0.0016332,60.8635824,58354.32009,18.870,0.046,0,r
7,0.0016332,60.8635824,58276.44666,19.088,0.053,0,r
7,0.0016332,60.8635824,58275.42749,18.885,0.046,0,r
7,0.0016332,60.8635824,58282.46734,18.896,0.047,0,r
7,0.0016332,60.8635824,58290.47455,18.963,0.049,0,r
7,0.0016332,60.8635824,58287.47079,18.856,0.045,0,r
7,0.0016332,60.8635824,58288.46918,18.993,0.050,0,r
7,0.0016332,60.8635824,58277.42964,18.925,0.048,0,r
7,0.0016332,60.8635824,58257.46731,18.940,0.048,0,r
7,0.0016332,60.8635824,58257.42070,19.421,0.067,0,r
7,0.0016332,60.8635824,58279.40635,18.878,0.046,0,r
7,0.0016332,60.8635824,58218.51183,19.087,0.053,0,r
7,0.0016332,60.8635824,58246.44761,18.953,0.048,0,r
7,0.0016332,60.8635824,58355.33808,18.841,0.045,0,r
7,0.0016332,60.8635824,58358.27765,18.975,0.049,0,r
7,0.0016332,60.8635824,58350.39046,18.916,0.047,0,r
7,0.0016332,60.8635824,58347.40716,19.815,0.089,0,r
7,0.0016332,60.8635824,58356.46471,19.059,0.052,0,r
7,0.0016332,60.8635824,58429.28009,18.987,0.050,0,r
7,0.0016332,60.8635824,58357.41327,18.943,0.048,0,r
7,0.0016332,60.8635824,58352.30711,18.877,0.046,0,r
7,0.0016332,60.8635824,58271.44653,18.994,0.050,0,r
7,0.0016332,60.8635824,58646.46864,18.901,0.047,0,r
    
